Card,Deck,Custom Tags,Card Count
Angrath's Marauders,"Raktres, Lord of Discounts",Rakdos Target,1
Arcane Signet,"Raktres, Lord of Discounts",Ramp,1
Archon of Cruelty,"Raktres, Lord of Discounts",Rakdos Target,1
Artisan of Kozilek,"Raktres, Lord of Discounts",Rakdos Target,1
Bojuka Bog,"Raktres, Lord of Discounts",Utility,1
Bolt Bend,"Raktres, Lord of Discounts",Protection,1
Canyon Slough,"Raktres, Lord of Discounts",,1
Chaos Warp,"Raktres, Lord of Discounts",Removal,1
Combustible Gearhulk,"Raktres, Lord of Discounts",Card Adv,1
Command Tower,"Raktres, Lord of Discounts",,1
Credit Voucher,"Raktres, Lord of Discounts",Utility,1
Creeping Bloodsucker,"Raktres, Lord of Discounts",Pinger,1
Cryptolith Fragment // Aurora of Emrakul,"Raktres, Lord of Discounts",Pinger,1
Deathbringer Regent,"Raktres, Lord of Discounts",Removal,1
Demonlord Belzenlok,"Raktres, Lord of Discounts",Card Adv,1
Descent into Avernus,"Raktres, Lord of Discounts",Pinger,1
Disciple of Bolas,"Raktres, Lord of Discounts",Card Adv,1
Dragonskull Summit,"Raktres, Lord of Discounts",,1
Dread Cacodemon,"Raktres, Lord of Discounts",Removal,1
Elder Brain,"Raktres, Lord of Discounts",Rakdos Target,1
Exocrine,"Raktres, Lord of Discounts",Big Damage,1
Fiendish Duo,"Raktres, Lord of Discounts",Big Damage,1
Fiery Confluence,"Raktres, Lord of Discounts",Interaction,1
Fireglass Mentor,"Raktres, Lord of Discounts",Card Adv,1
"Florian, Voldaren Scion","Raktres, Lord of Discounts",Card Adv,1
Foreboding Ruins,"Raktres, Lord of Discounts",,1
Graven Cairns,"Raktres, Lord of Discounts",,1
Heartless Hidetsugu,"Raktres, Lord of Discounts",Big Damage,1
Hideous Taskmaster,"Raktres, Lord of Discounts",Rakdos Target,1
Indulgent Tormentor,"Raktres, Lord of Discounts",Card Adv,1
Jagged Barrens,"Raktres, Lord of Discounts",Pinger,1
Kaervek the Merciless,"Raktres, Lord of Discounts",Interaction,1
Kazuul's Fury // Kazuul's Cliffs,"Raktres, Lord of Discounts",Interaction,1
Keen Duelist,"Raktres, Lord of Discounts",Card Adv,1
Knollspine Dragon,"Raktres, Lord of Discounts",Card Adv,1
Kolaghan's Command,"Raktres, Lord of Discounts",Interaction,1
Leechridden Swamp,"Raktres, Lord of Discounts",Utility,1
Lightning Greaves,"Raktres, Lord of Discounts",Protection,1
Lim-Dul's Hex,"Raktres, Lord of Discounts",Pinger,1
Lobber Crew,"Raktres, Lord of Discounts",Pinger,1
Luxury Suite,"Raktres, Lord of Discounts",,1
Morbid Curiosity,"Raktres, Lord of Discounts",Card Adv,1
Mountain,"Raktres, Lord of Discounts",,10
"Neheb, the Eternal","Raktres, Lord of Discounts",Ramp,1
Nettle Drone,"Raktres, Lord of Discounts",Pinger,1
"Orcus, Prince of Undeath","Raktres, Lord of Discounts",Rakdos Target,1
Plague Spitter,"Raktres, Lord of Discounts",Pinger,1
Platinum Angel,"Raktres, Lord of Discounts",Protection,1
Protection Racket,"Raktres, Lord of Discounts",Card Adv,1
Rakdos Charm,"Raktres, Lord of Discounts",Interaction,1
Rakdos Signet,"Raktres, Lord of Discounts",Ramp,1
"Rakdos, Lord of Riots","Raktres, Lord of Discounts",Ramp,1
"Rakdos, Patron of Chaos","Raktres, Lord of Discounts",Rakdos Target,1
Rogue's Passage,"Raktres, Lord of Discounts",Utility,1
Rune-Scarred Demon,"Raktres, Lord of Discounts",Rakdos Target,1
Sanctum of Stone Fangs,"Raktres, Lord of Discounts",Pinger,1
Sandstone Oracle,"Raktres, Lord of Discounts",Card Adv,1
Shadowblood Ridge,"Raktres, Lord of Discounts",,1
"Shizo, Death's Storehouse","Raktres, Lord of Discounts",Utility,1
Sign in Blood,"Raktres, Lord of Discounts",Card Adv,1
Sin Prodder,"Raktres, Lord of Discounts",Card Adv,1
Smoldering Marsh,"Raktres, Lord of Discounts",,1
Sower of Discord,"Raktres, Lord of Discounts",Rakdos Target,1
Spawn of Mayhem,"Raktres, Lord of Discounts",Pinger,1
Spear Spewer,"Raktres, Lord of Discounts",Pinger,1
Spinerock Knoll,"Raktres, Lord of Discounts",Card Adv,1
Steel Hellkite,"Raktres, Lord of Discounts",Removal,1
Stormfist Crusader,"Raktres, Lord of Discounts",Card Adv,1
Sulfurous Springs,"Raktres, Lord of Discounts",,1
Sunspine Lynx,"Raktres, Lord of Discounts",Big Damage,1
Swamp,"Raktres, Lord of Discounts",,9
Swiftfoot Boots,"Raktres, Lord of Discounts",Protection,1
Tainted Peak,"Raktres, Lord of Discounts",,1
Talisman of Indulgence,"Raktres, Lord of Discounts",Ramp,1
Temple of Malice,"Raktres, Lord of Discounts",,1
Theater of Horrors,"Raktres, Lord of Discounts",Card Adv,1
Thermo-Alchemist,"Raktres, Lord of Discounts",Pinger,1
Toil // Trouble,"Raktres, Lord of Discounts",Card Adv,1
Toxic Deluge,"Raktres, Lord of Discounts",Removal,1
Tuktuk Rubblefort,"Raktres, Lord of Discounts",Utility,1
Vandalblast,"Raktres, Lord of Discounts",Removal,1
Void Winnower,"Raktres, Lord of Discounts",Rakdos Target,1
Wheel of Misfortune,"Raktres, Lord of Discounts",Card Adv,1
Arcane Signet,Marchesa Thatcher,Ramp,1
Authority of the Consuls,Marchesa Thatcher,Pillow Fort,1
Battlefield Forge,Marchesa Thatcher,,1
Batwing Brume,Marchesa Thatcher,Aikido,1
Blasphemous Act,Marchesa Thatcher,Wipe,1
Blind Obedience,Marchesa Thatcher,Pillow Fort,1
Boros Charm,Marchesa Thatcher,Interaction,1
Boros Signet,Marchesa Thatcher,Ramp,1
"Breena, the Demagogue",Marchesa Thatcher,Politics,1
Caves of Koilos,Marchesa Thatcher,,1
Clifftop Retreat,Marchesa Thatcher,,1
Command Tower,Marchesa Thatcher,,1
Council's Judgment,Marchesa Thatcher,Removal,1
Court of Ambition,Marchesa Thatcher,Pillow Fort,1
Court of Embereth,Marchesa Thatcher,Tokens,1
Court of Grace,Marchesa Thatcher,Tokens,1
Crackling Doom,Marchesa Thatcher,Removal,1
Damn,Marchesa Thatcher,Wipe,1
Deflecting Palm,Marchesa Thatcher,Aikido,1
Dismantling Wave,Marchesa Thatcher,Removal,1
Disrupt Decorum,Marchesa Thatcher,Forced Combat,1
Do or Die,Marchesa Thatcher,Removal,1
Dragonskull Summit,Marchesa Thatcher,,1
Duelist's Heritage,Marchesa Thatcher,Politics,1
Exotic Orchard,Marchesa Thatcher,,1
Fetid Heath,Marchesa Thatcher,,1
Frenzied Gorespawn,Marchesa Thatcher,Forced Combat,1
Fumiko the Lowblood,Marchesa Thatcher,Forced Combat,1
Ghostly Prison,Marchesa Thatcher,Pillow Fort,1
"Gisela, Blade of Goldnight",Marchesa Thatcher,Politics,1
Godless Shrine,Marchesa Thatcher,,1
Graven Cairns,Marchesa Thatcher,,1
Haunted Ridge,Marchesa Thatcher,,1
Hide // Seek,Marchesa Thatcher,Card Adv,1
Inkshield,Marchesa Thatcher,Aikido,1
"Invasion of Fiora // Marchesa, Resolute Monarch",Marchesa Thatcher,Wipe,1
Isolated Chapel,Marchesa Thatcher,,1
"Kambal, Consul of Allocation",Marchesa Thatcher,Pillow Fort,1
"Karazikar, the Eye Tyrant",Marchesa Thatcher,Politics,1
"Kardur, Doomscourge",Marchesa Thatcher,Forced Combat,1
Kaya's Guile,Marchesa Thatcher,Interaction,1
Keeper of the Accord,Marchesa Thatcher,Tokens,1
Life of the Party,Marchesa Thatcher,Forced Combat,1
Loran of the Third Path,Marchesa Thatcher,Interaction,1
Luminarch Ascension,Marchesa Thatcher,Tokens,1
Luxury Suite,Marchesa Thatcher,,1
"Mangara, the Diplomat",Marchesa Thatcher,Card Adv,1
Shadrix Silverquill,Marchesa Thatcher,Politics,1
"Michiko Konda, Truth Seeker",Marchesa Thatcher,Pillow Fort,1
Mob Rule,Marchesa Thatcher,Aikido,1
Mountain,Marchesa Thatcher,,3
"Nelly Borca, Impulsive Accuser",Marchesa Thatcher,Forced Combat,1
Nomad Outpost,Marchesa Thatcher,,1
Ophiomancer,Marchesa Thatcher,Tokens,1
Wear // Tear,Marchesa Thatcher,Interaction,1
Orzhov Signet,Marchesa Thatcher,Ramp,1
Painful Quandary,Marchesa Thatcher,Interaction,1
Painful Truths,Marchesa Thatcher,Card Adv,1
Path to Exile,Marchesa Thatcher,Removal,1
Plains,Marchesa Thatcher,,5
Queen Marchesa,Marchesa Thatcher,Tokens,1
Rakdos Signet,Marchesa Thatcher,Ramp,1
"Reidane, God of the Worthy // Valkmira, Protector's Shield",Marchesa Thatcher,Pillow Fort,1
Relic of Legends,Marchesa Thatcher,Ramp,1
"Kambal, Profiteering Mayor",Marchesa Thatcher,Tokens,1
Rugged Prairie,Marchesa Thatcher,,1
Ruinous Ultimatum,Marchesa Thatcher,Wipe,1
Shattered Sanctum,Marchesa Thatcher,,1
Skullclamp,Marchesa Thatcher,Card Adv,1
Soul Shatter,Marchesa Thatcher,Removal,1
Spectator Seating,Marchesa Thatcher,,1
Sundown Pass,Marchesa Thatcher,,1
Swamp,Marchesa Thatcher,,4
Swords to Plowshares,Marchesa Thatcher,Removal,1
Talisman of Conviction,Marchesa Thatcher,Ramp,1
Talisman of Hierarchy,Marchesa Thatcher,Ramp,1
Taunt from the Rampart,Marchesa Thatcher,Forced Combat,1
Sulfurous Springs,Marchesa Thatcher,,1
Silent Clearing,Marchesa Thatcher,,1
Sunbaked Canyon,Marchesa Thatcher,,1
"Tevesh Szat, Doom of Fools",Marchesa Thatcher,Card Adv,1
"Thalia, Heretic Cathar",Marchesa Thatcher,Pillow Fort,1
Thaumatic Compass // Spires of Orazca,Marchesa Thatcher,Ramp,1
Tower of the Magistrate,Marchesa Thatcher,Interaction,1
Unexpectedly Absent,Marchesa Thatcher,Removal,1
Unexplained Absence,Marchesa Thatcher,Removal,1
Vault of Champions,Marchesa Thatcher,,1
Vengeful Ancestor,Marchesa Thatcher,Forced Combat,1
Wayfarer's Bauble,Marchesa Thatcher,Ramp,1
Witch Enchanter // Witch-Blessed Meadow,Marchesa Thatcher,Interaction,1
"Yawgmoth, Thran Physician",Marchesa Thatcher,Card Adv,1
Academy Manufactor,Prosper's Payday Loans,Treasure,1
Arcane Signet,Prosper's Payday Loans,Ramp,1
Author of Shadows,Prosper's Payday Loans,Steal,1
"Birgi, God of Storytelling // Harnfel, Horn of Bounty",Prosper's Payday Loans,Ramp,1
Blasphemous Act,Prosper's Payday Loans,Interaction,1
Bloodsoaked Insight // Sanguine Morass,Prosper's Payday Loans,Steal,1
Bojuka Bog,Prosper's Payday Loans,Interaction,1
Brainstealer Dragon,Prosper's Payday Loans,Steal,1
"Chandra, Torch of Defiance",Prosper's Payday Loans,Card Adv,1
Chaos Warp,Prosper's Payday Loans,Removal,1
Command Tower,Prosper's Payday Loans,,1
Creative Technique,Prosper's Payday Loans,Card Adv,1
Cursed Mirror,Prosper's Payday Loans,Ramp,1
Dauthi Voidwalker,Prosper's Payday Loans,Steal,1
Deadly Dispute,Prosper's Payday Loans,Card Adv,1
Decadent Dragon // Expensive Taste,Prosper's Payday Loans,Steal,1
Delayed Blast Fireball,Prosper's Payday Loans,Wipe,1
Demolition Field,Prosper's Payday Loans,Interaction,1
Descent into Avernus,Prosper's Payday Loans,Steal,1
Dire Fleet Daredevil,Prosper's Payday Loans,Steal,1
Disciple of the Vault,Prosper's Payday Loans,Pinger,1
Dragonskull Summit,Prosper's Payday Loans,,1
Drossforge Bridge,Prosper's Payday Loans,,1
Ensnared by the Mara,Prosper's Payday Loans,Steal,1
Fevered Suspicion,Prosper's Payday Loans,Steal,1
Foreboding Ruins,Prosper's Payday Loans,,1
Glittering Stockpile,Prosper's Payday Loans,Ramp,1
"Gonti, Lord of Luxury",Prosper's Payday Loans,Steal,1
"Gonti, Night Minister",Prosper's Payday Loans,Steal,1
Graven Cairns,Prosper's Payday Loans,,1
Grim Hireling,Prosper's Payday Loans,Treasure,1
Guff Rewrites History,Prosper's Payday Loans,Removal,1
Haunted Ridge,Prosper's Payday Loans,,1
Herald of Anguish,Prosper's Payday Loans,Interaction,1
Hurl Through Hell,Prosper's Payday Loans,Removal,1
Ignite the Future,Prosper's Payday Loans,Card Adv,1
Inspired Tinkering,Prosper's Payday Loans,Card Adv,1
Intellect Devourer,Prosper's Payday Loans,Steal,1
Jeska's Will,Prosper's Payday Loans,Card Adv,1
"Laelia, the Blade Reforged",Prosper's Payday Loans,Card Adv,1
Light Up the Stage,Prosper's Payday Loans,Card Adv,1
"Lobelia, Defender of Bag End",Prosper's Payday Loans,Steal,1
Luxury Suite,Prosper's Payday Loans,,1
Marionette Master,Prosper's Payday Loans,Pinger,1
Mayhem Devil,Prosper's Payday Loans,Pinger,1
Mines of Moria,Prosper's Payday Loans,Treasure,1
Mirkwood Bats,Prosper's Payday Loans,Pinger,1
Mountain,Prosper's Payday Loans,,9
Nadier's Nightblade,Prosper's Payday Loans,Pinger,1
Nalfeshnee,Prosper's Payday Loans,Card Adv,1
Party Thrasher,Prosper's Payday Loans,Card Adv,1
Passionate Archaeologist,Prosper's Payday Loans,Pinger,1
Plargg and Nassari,Prosper's Payday Loans,Card Adv,1
Professional Face-Breaker,Prosper's Payday Loans,Treasure,1
"Prosper, Tome-Bound",Prosper's Payday Loans,Treasure,1
Rain of Riches,Prosper's Payday Loans,Treasure,1
Rakdos Signet,Prosper's Payday Loans,Ramp,1
Reckless Endeavor,Prosper's Payday Loans,Wipe,1
Reckless Fireweaver,Prosper's Payday Loans,Pinger,1
Reckless Impulse,Prosper's Payday Loans,Card Adv,1
Revel in Riches,Prosper's Payday Loans,Treasure,1
Reverberate,Prosper's Payday Loans,Interaction,1
Shadowblood Ridge,Prosper's Payday Loans,,1
Share the Spoils,Prosper's Payday Loans,Steal,1
Smoldering Marsh,Prosper's Payday Loans,,1
Spinerock Knoll,Prosper's Payday Loans,Card Adv,1
Swamp,Prosper's Payday Loans,,9
Tainted Peak,Prosper's Payday Loans,,1
Talisman of Indulgence,Prosper's Payday Loans,Ramp,1
Tibalt's Trickery,Prosper's Payday Loans,Interaction,1
Treasure Vault,Prosper's Payday Loans,Treasure,1
Underdark Rift,Prosper's Payday Loans,Utility,1
Valakut Exploration,Prosper's Payday Loans,Pinger,1
"Valki, God of Lies // Tibalt, Cosmic Impostor",Prosper's Payday Loans,Steal,1
Vandalblast,Prosper's Payday Loans,Removal,1
Vat of Rebirth,Prosper's Payday Loans,Utility,1
Visions of Ruin,Prosper's Payday Loans,Removal,1
Volcanic Torrent,Prosper's Payday Loans,Wipe,1
Waltz of Rage,Prosper's Payday Loans,Wipe,1
Wand of Wonder,Prosper's Payday Loans,Steal,1
Wild Magic Surge,Prosper's Payday Loans,Removal,1
Wild-Magic Sorcerer,Prosper's Payday Loans,Card Adv,1
Xorn,Prosper's Payday Loans,Treasure,1
You Find Some Prisoners,Prosper's Payday Loans,Interaction,1
Abomination of Llanowar,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Arbor Elf,"Miara and Kamahl, Murder Hippies",Dork,1
Assassin's Trophy,"Miara and Kamahl, Murder Hippies",Interaction,1
Barren Moor,"Miara and Kamahl, Murder Hippies",,1
Beast Whisperer,"Miara and Kamahl, Murder Hippies",Card Adv,1
Blessed Respite,"Miara and Kamahl, Murder Hippies",Interaction,1
Bojuka Bog,"Miara and Kamahl, Murder Hippies",Utility,1
Bounty of Skemfar,"Miara and Kamahl, Murder Hippies",Card Adv,1
Canopy Tactician,"Miara and Kamahl, Murder Hippies",Lord,1
Champions of the Perfect,"Miara and Kamahl, Murder Hippies",Card Adv,1
Creeping Corrosion,"Miara and Kamahl, Murder Hippies",Interaction,1
Crippling Fear,"Miara and Kamahl, Murder Hippies",Interaction,1
Demolition Field,"Miara and Kamahl, Murder Hippies",Utility,1
"Dwynen, Gilt-Leaf Daen","Miara and Kamahl, Murder Hippies",Lord,1
Eclipsed Elf,"Miara and Kamahl, Murder Hippies",Card Adv,1
Elderfang Disciple,"Miara and Kamahl, Murder Hippies",Interaction,1
Elderfang Venom,"Miara and Kamahl, Murder Hippies",Pinger,1
Elven Ambush,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
Elvish Archdruid,"Miara and Kamahl, Murder Hippies",Lord,1
Elvish Dreadlord,"Miara and Kamahl, Murder Hippies",Interaction,1
Elvish Guidance,"Miara and Kamahl, Murder Hippies",Ramp,1
Elvish Mystic,"Miara and Kamahl, Murder Hippies",Dork,1
Elvish Promenade,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
Elvish Warmaster,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
Fade from History,"Miara and Kamahl, Murder Hippies",Interaction,1
Farhaven Elf,"Miara and Kamahl, Murder Hippies",Ramp,1
Festering Thicket,"Miara and Kamahl, Murder Hippies",,1
For the Ancestors,"Miara and Kamahl, Murder Hippies",Ramp,1
Forest,"Miara and Kamahl, Murder Hippies",,8
Fyndhorn Elves,"Miara and Kamahl, Murder Hippies",Dork,1
Gala Greeters,"Miara and Kamahl, Murder Hippies",Utility,1
Gilt-Leaf Palace,"Miara and Kamahl, Murder Hippies",,1
Gloom Ripper,"Miara and Kamahl, Murder Hippies",Utility,1
Gnarlroot Trapper,"Miara and Kamahl, Murder Hippies",Dork,1
Golgari Rot Farm,"Miara and Kamahl, Murder Hippies",,1
Grim Backwoods,"Miara and Kamahl, Murder Hippies",,1
"Harald, King of Skemfar","Miara and Kamahl, Murder Hippies",Card Adv,1
Heart Warden,"Miara and Kamahl, Murder Hippies",Dork,1
Immaculate Magistrate,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Imperious Perfect,"Miara and Kamahl, Murder Hippies",Lord,1
"Kamahl, Heart of Krosa","Miara and Kamahl, Murder Hippies",Elf Payoff,1
"Lathril, Blade of the Elves","Miara and Kamahl, Murder Hippies",Elf Payoff,1
Lead the Stampede,"Miara and Kamahl, Murder Hippies",Card Adv,1
Lethal Scheme,"Miara and Kamahl, Murder Hippies",Utility,1
Llanowar Elves,"Miara and Kamahl, Murder Hippies",Dork,1
Llanowar Wastes,"Miara and Kamahl, Murder Hippies",,1
Lys Alana Huntmaster,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
"Marwyn, the Nurturer","Miara and Kamahl, Murder Hippies",Dork,1
"Miara, Thorn of the Glade","Miara and Kamahl, Murder Hippies",Card Adv,1
Moldervine Reclamation,"Miara and Kamahl, Murder Hippies",Card Adv,1
Morcant's Loyalist,"Miara and Kamahl, Murder Hippies",Lord,1
"Nadier, Agent of the Duskenel","Miara and Kamahl, Murder Hippies",Elf Bodies,1
Nadier's Nightblade,"Miara and Kamahl, Murder Hippies",Pinger,1
Necroblossom Snarl,"Miara and Kamahl, Murder Hippies",Utility,1
Nullmage Shepherd,"Miara and Kamahl, Murder Hippies",Interaction,1
Nurturing Peatland,"Miara and Kamahl, Murder Hippies",,1
Pact of the Serpent,"Miara and Kamahl, Murder Hippies",Card Adv,1
Path of Ancestry,"Miara and Kamahl, Murder Hippies",Utility,1
Poison-Tip Archer,"Miara and Kamahl, Murder Hippies",Pinger,1
Priest of Titania,"Miara and Kamahl, Murder Hippies",Dork,1
Primal Growth,"Miara and Kamahl, Murder Hippies",Ramp,1
Prowess of the Fair,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
Reclamation Sage,"Miara and Kamahl, Murder Hippies",Interaction,1
Revitalizing Repast // Old-Growth Grove,"Miara and Kamahl, Murder Hippies",,1
Rhys the Exiled,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Ruthless Winnower,"Miara and Kamahl, Murder Hippies",Interaction,1
Selfless Safewright,"Miara and Kamahl, Murder Hippies",Interaction,1
"Shadowheart, Dark Justiciar","Miara and Kamahl, Murder Hippies",Card Adv,1
Shaman of the Pack,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Skemfar Avenger,"Miara and Kamahl, Murder Hippies",Card Adv,1
Skemfar Shadowsage,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Swamp,"Miara and Kamahl, Murder Hippies",,7
Sylvan Messenger,"Miara and Kamahl, Murder Hippies",Card Adv,1
Tainted Wood,"Miara and Kamahl, Murder Hippies",,1
Temple of Malady,"Miara and Kamahl, Murder Hippies",,1
Timberwatch Elf,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Titania's Song,"Miara and Kamahl, Murder Hippies",Interaction,1
Tranquil Thicket,"Miara and Kamahl, Murder Hippies",,1
Twilight Mire,"Miara and Kamahl, Murder Hippies",,1
Unclaimed Territory,"Miara and Kamahl, Murder Hippies",,1
Vernal Fen,"Miara and Kamahl, Murder Hippies",,1
Viridescent Bog,"Miara and Kamahl, Murder Hippies",,1
Virulent Emissary,"Miara and Kamahl, Murder Hippies",Utility,1
Wirewood Pride,"Miara and Kamahl, Murder Hippies",Elf Payoff,1
Wolverine Riders,"Miara and Kamahl, Murder Hippies",Elf Bodies,1
Wood Elves,"Miara and Kamahl, Murder Hippies",Ramp,1
Woodland Cemetery,"Miara and Kamahl, Murder Hippies",,1
Aetherflux Reservoir,"Vilis, Blood ATM",Lifegain,1
Alhammarret's Archive,"Vilis, Blood ATM",Card Adv,1
Archfiend of Depravity,"Vilis, Blood ATM",Wipe,1
Blood Artist,"Vilis, Blood ATM",Lifegain,1
Blood Celebrant,"Vilis, Blood ATM",Life Manipulation,1
Bloodchief Ascension,"Vilis, Blood ATM",Lifegain,1
Bloodgift Demon,"Vilis, Blood ATM",Card Adv,1
Bojuka Bog,"Vilis, Blood ATM",Interaction,1
Bolas's Citadel,"Vilis, Blood ATM",Life Sink,1
Bontu's Monument,"Vilis, Blood ATM",Ramp,1
Bubbling Muck,"Vilis, Blood ATM",B Doubler,1
Cabal Coffers,"Vilis, Blood ATM",B Doubler,1
Castle Locthwain,"Vilis, Blood ATM",Card Adv,1
Cloudkill,"Vilis, Blood ATM",Wipe,1
Consuming Corruption,"Vilis, Blood ATM",Interaction,1
Creeping Bloodsucker,"Vilis, Blood ATM",Lifegain,1
Crypt Ghast,"Vilis, Blood ATM",B Doubler,1
Dark Ritual,"Vilis, Blood ATM",Ramp,1
Darkstar Augur,"Vilis, Blood ATM",Card Adv,1
Defile,"Vilis, Blood ATM",Removal,1
Defiler of Flesh,"Vilis, Blood ATM",Ramp,1
Deserted Temple,"Vilis, Blood ATM",Utility,1
Disciple of Bolas,"Vilis, Blood ATM",Card Adv,1
Dread Presence,"Vilis, Blood ATM",Card Adv,1
Dystopia,"Vilis, Blood ATM",Removal,1
"Erebos, God of the Dead","Vilis, Blood ATM",Card Adv,1
Erebos's Intervention,"Vilis, Blood ATM",Interaction,1
Eternal Thirst,"Vilis, Blood ATM",Lifegain,1
Expedition Map,"Vilis, Blood ATM",Utility,1
Exsanguinate,"Vilis, Blood ATM",Lifegain,1
Feed the Swarm,"Vilis, Blood ATM",Removal,1
Fell the Profane // Fell Mire,"Vilis, Blood ATM",Ramp,1
Font of Agonies,"Vilis, Blood ATM",Removal,1
Force of Despair,"Vilis, Blood ATM",Wipe,1
Gray Merchant of Asphodel,"Vilis, Blood ATM",Lifegain,1
Imp's Mischief,"Vilis, Blood ATM",Interaction,1
Infernal Grasp,"Vilis, Blood ATM",Removal,1
Jet Medallion,"Vilis, Blood ATM",Ramp,1
"K'rrik, Son of Yawgmoth","Vilis, Blood ATM",Life Sink,1
Magus of the Coffers,"Vilis, Blood ATM",B Doubler,1
Malakir Rebirth // Malakir Mire,"Vilis, Blood ATM",Interaction,1
Mask of Griselbrand,"Vilis, Blood ATM",Lifegain,1
Night's Whisper,"Vilis, Blood ATM",Card Adv,1
Nirkana Revenant,"Vilis, Blood ATM",B Doubler,1
Noxious Gearhulk,"Vilis, Blood ATM",Removal,1
Pact Weapon,"Vilis, Blood ATM",Life Sink,1
Peer into the Abyss,"Vilis, Blood ATM",Life Sink,1
Phyrexian Arena,"Vilis, Blood ATM",Card Adv,1
Plunge into Darkness,"Vilis, Blood ATM",Lifegain,1
Promise of Power,"Vilis, Blood ATM",Card Adv,1
Psychosis Crawler,"Vilis, Blood ATM",Utility,1
Read the Bones,"Vilis, Blood ATM",Card Adv,1
Reliquary Tower,"Vilis, Blood ATM",Utility,1
Repay in Kind,"Vilis, Blood ATM",Life Manipulation,1
Sangromancer,"Vilis, Blood ATM",Lifegain,1
Sign in Blood,"Vilis, Blood ATM",Card Adv,1
Skirge Familiar,"Vilis, Blood ATM",Utility,1
Sol Ring,"Vilis, Blood ATM",Ramp,1
Starving Revenant,"Vilis, Blood ATM",Card Adv,1
Stinging Study,"Vilis, Blood ATM",Card Adv,1
Sudden Spoiling,"Vilis, Blood ATM",Interaction,1
Swamp,"Vilis, Blood ATM",,26
Thespian's Stage,"Vilis, Blood ATM",,1
Thought Vessel,"Vilis, Blood ATM",Ramp,1
Thrull Parasite,"Vilis, Blood ATM",Lifegain,1
Toxic Deluge,"Vilis, Blood ATM",Wipe,1
"Tymaret, Chosen from Death","Vilis, Blood ATM",Interaction,1
Venser's Journal,"Vilis, Blood ATM",Lifegain,1
"Vilis, Broker of Blood","Vilis, Blood ATM",Life Sink,1
"Vito, Thorn of the Dusk Rose","Vilis, Blood ATM",Life Manipulation,1
War Room,"Vilis, Blood ATM",Card Adv,1
Wayfarer's Bauble,"Vilis, Blood ATM",Ramp,1
Whip of Erebos,"Vilis, Blood ATM",Lifegain,1
Witch's Cottage,"Vilis, Blood ATM",Utility,1
Zof Consumption // Zof Bloodbog,"Vilis, Blood ATM",Lifegain,1
Angel's Trumpet,"Wulfgar, the Pain-Harmonicon",Attack Utility,1
Balor,"Wulfgar, the Pain-Harmonicon",Burn,1
Beast Within,"Wulfgar, the Pain-Harmonicon",Interaction,1
Beastmaster Ascension,"Wulfgar, the Pain-Harmonicon",Pump,1
Blossoming Bogbeast,"Wulfgar, the Pain-Harmonicon",Pump,1
Bridgeworks Battle // Tanglespan Bridgeworks,"Wulfgar, the Pain-Harmonicon",Interaction,1
Caller of the Pack,"Wulfgar, the Pain-Harmonicon",Bodies,1
Cemetery Prowler,"Wulfgar, the Pain-Harmonicon",Mana Adv,1
Chaos Warp,"Wulfgar, the Pain-Harmonicon",Interaction,1
Cinder Glade,"Wulfgar, the Pain-Harmonicon",,1
Collective Resistance,"Wulfgar, the Pain-Harmonicon",Protection,1
Command Tower,"Wulfgar, the Pain-Harmonicon",,1
Connecting the Dots,"Wulfgar, the Pain-Harmonicon",Card Adv,1
Cultivate,"Wulfgar, the Pain-Harmonicon",Ramp,1
"Delina, Wild Mage","Wulfgar, the Pain-Harmonicon",Bodies,1
Den of the Bugbear,"Wulfgar, the Pain-Harmonicon",,1
Dolmen Gate,"Wulfgar, the Pain-Harmonicon",Protection,1
"Dragonhawk, Fate's Tempest","Wulfgar, the Pain-Harmonicon",Card Adv,1
"Drakuseth, Maw of Flames","Wulfgar, the Pain-Harmonicon",Burn,1
Durnan of the Yawning Portal,"Wulfgar, the Pain-Harmonicon",Card Adv,1
Elder Gargaroth,"Wulfgar, the Pain-Harmonicon",Attack Utility,1
Elemental Bond,"Wulfgar, the Pain-Harmonicon",Card Adv,1
Emergent Woodwurm,"Wulfgar, the Pain-Harmonicon",Cheat Costs,1
"Etali, Primal Storm","Wulfgar, the Pain-Harmonicon",Cheat Costs,1
Ezuri's Predation,"Wulfgar, the Pain-Harmonicon",Interaction,1
Family's Favor,"Wulfgar, the Pain-Harmonicon",Card Adv,1
Farseek,"Wulfgar, the Pain-Harmonicon",Ramp,1
Fires of Yavimaya,"Wulfgar, the Pain-Harmonicon",Attack Utility,1
Forest,"Wulfgar, the Pain-Harmonicon",,10
Game Trail,"Wulfgar, the Pain-Harmonicon",,1
